"Timestamp","Averaged points","Runtime(avg) ms","Samples count","Notes count","Platform ms","Expense Factor"
"2023-11-14T04:48:25+0100",10,1.4694559,4864,1,2.17216,0.68
"2023-11-14T04:37:34+0100",30,1.44321603333333,4864,1,2.17216,0.66
"2022-04-19T00:00:42+0200",10,1.4180058,4864,1,2.80895462554149,0.5
