"Timestamp","Averaged points","Runtime(avg) ms","Samples count","Notes count","Platform ms","Expense Factor"
"2023-11-14T04:48:25+0100",10,130.1907184,1440000,150,181.028734,0.72
"2022-04-19T03:00:12+0200",60,131.825152933333,1440000,150,176.530056355704,0.75
