"Timestamp","Averaged points","Runtime(avg) ms","Samples count","Notes count","Platform ms","Expense Factor"
"2021-11-12T22:37:46+0100",10,9.3385418,48000,1,8.86577632860106,1.05
"2021-10-08T01:37:39+0200",10,8.575485,48128,1,8.31286218649634,1.03
"2021-11-08T02:49:03+0100",10,9.2377928,48000,1,8.64607630820127,1.07
