"Timestamp","Averaged points","Runtime(avg) ms","Samples count","Notes count","Platform ms","Expense Factor"
"2022-02-20T22:16:37+0100",10,8.5131688,51072,21,8.40236505406348,1.01
"2021-11-22T06:00:36+0100",10,9.2412914,51072,21,9.02139252496478,1.02
"2021-11-12T22:37:46+0100",10,8.8584812,51072,21,9.2190110794136,0.96
