"Timestamp","Averaged points","Runtime(avg) ms","Samples count","Notes count","Platform ms","Expense Factor"
"2025-06-26T16:42:18+0200",10,4.9038365,51072,21,7.93092,0.62
"2025-06-26T15:49:10+0200",10,6.6061658,51072,21,7.93092,0.83
"2022-02-20T22:16:37+0100",10,8.8248702,51072,21,8.40236505406348,1.05
"2021-11-22T06:00:36+0100",10,8.4526595,51072,21,9.02139252496478,0.94
"2021-11-12T22:37:46+0100",10,9.008494,51072,21,9.2190110794136,0.98
