"Timestamp","Averaged points","Runtime(avg) ms","Samples count","Notes count","Platform ms","Expense Factor"
"2023-05-15T05:56:01+0200",10,30.7650624,69632,16,10.649026,2.89
"2023-05-15T05:17:57+0200",10,30.937524,69632,16,10.649026,2.91
