"Timestamp","Averaged points","Runtime(avg) ms","Samples count","Notes count","Platform ms","Expense Factor"
"2021-11-22T06:00:36+0100",10,5.36845733333333,19456,4,5.2641081371479,1.02
"2021-11-22T02:14:44+0100",10,4.885874,19456,4,5.17634666886924,0.94
